## System ID,Tag Name,Retentive Mode,Initial Value,MODBUS Start Address,MODBUS End Address,Number of Characters,Number of Rows,Number of Columns,Wiring Label,Comment,Forceable,Init Forced,Init Force Value,Remote Access,I/O Address,Data Type,Structure Type,BOW Details
## 3.0
MST-0.1.2.10,"MST-0.1.2.10",false,"False",,,,,,,"Fault (10)",false,false,"False",false,"MST-0.1.2.10","MST",,false,
MST-0.1.2.11,"MST-0.1.2.11",false,"False",,,,,,,"Fault (11)",false,false,"False",false,"MST-0.1.2.11","MST",,false,
MST-0.1.2.12,"MST-0.1.2.12",false,"False",,,,,,,"Fault (12)",false,false,"False",false,"MST-0.1.2.12","MST",,false,
MST-0.1.2.13,"MST-0.1.2.13",false,"False",,,,,,,"Fault (13)",false,false,"False",false,"MST-0.1.2.13","MST",,false,
MST-0.1.2.14,"MST-0.1.2.14",false,"False",,,,,,,"Fault (14)",false,false,"False",false,"MST-0.1.2.14","MST",,false,
MST-0.1.2.15,"MST-0.1.2.15",false,"False",,,,,,,"Fault (15)",false,false,"False",false,"MST-0.1.2.15","MST",,false,
MST-0.1.2.16,"MST-0.1.2.16",false,"False",,,,,,,"Fault (16)",false,false,"False",false,"MST-0.1.2.16","MST",,false,
MST-0.1.2.17,"MST-0.1.2.17",false,"False",,,,,,,"Missing 24V",false,false,"False",false,"MST-0.1.2.17","MST",,false,
MST-0.1.2.2,"MST-0.1.2.2",false,"False",,,,,,,"Fault (2)",false,false,"False",false,"MST-0.1.2.2","MST",,false,
MST-0.1.2.3,"MST-0.1.2.3",false,"False",,,,,,,"Fault (3)",false,false,"False",false,"MST-0.1.2.3","MST",,false,
MST-0.1.2.4,"MST-0.1.2.4",false,"False",,,,,,,"Fault (4)",false,false,"False",false,"MST-0.1.2.4","MST",,false,
MST-0.1.2.5,"MST-0.1.2.5",false,"False",,,,,,,"Fault (5)",false,false,"False",false,"MST-0.1.2.5","MST",,false,
MST-0.1.2.6,"MST-0.1.2.6",false,"False",,,,,,,"Fault (6)",false,false,"False",false,"MST-0.1.2.6","MST",,false,
MST-0.1.2.7,"MST-0.1.2.7",false,"False",,,,,,,"Fault (7)",false,false,"False",false,"MST-0.1.2.7","MST",,false,
MST-0.1.2.8,"MST-0.1.2.8",false,"False",,,,,,,"Fault (8)",false,false,"False",false,"MST-0.1.2.8","MST",,false,
MST-0.1.2.9,"MST-0.1.2.9",false,"False",,,,,,,"Fault (9)",false,false,"False",false,"MST-0.1.2.9","MST",,false,
C-000023,"Modbus_Coil_01",false,"False",000001,000001,,,,,,false,false,"False",false,,"C",,false,
C-000024,"Modbus_Coil_02",false,"False",000002,000002,,,,,,false,false,"False",false,,"C",,false,
C-000025,"Modbus_Coil_03",false,"False",000003,000003,,,,,,false,false,"False",false,,"C",,false,
C-000026,"Modbus_Coil_04",false,"False",000004,000004,,,,,,false,false,"False",false,,"C",,false,
C-000027,"Modbus_Coil_05",false,"False",000005,000005,,,,,,false,false,"False",false,,"C",,false,
C-000028,"Modbus_Coil_06",false,"False",000006,000006,,,,,,false,false,"False",false,,"C",,false,
C-000029,"Modbus_Coil_07",false,"False",000007,000007,,,,,,false,false,"False",false,,"C",,false,
C-000030,"Modbus_Coil_08",false,"False",000008,000008,,,,,,false,false,"False",false,,"C",,false,
C-000031,"Modbus_Coil_09",false,"False",000009,000009,,,,,,false,false,"False",false,,"C",,false,
C-000032,"Modbus_Coil_10",false,"False",000010,000010,,,,,,false,false,"False",false,,"C",,false,
C-000033,"Modbus_Coil_11",false,"False",000011,000011,,,,,,false,false,"False",false,,"C",,false,
C-000034,"Modbus_Coil_12",false,"False",000012,000012,,,,,,false,false,"False",false,,"C",,false,
C-000035,"Modbus_Coil_13",false,"False",000013,000013,,,,,,false,false,"False",false,,"C",,false,
C-000036,"Modbus_Coil_14",false,"False",000014,000014,,,,,,false,false,"False",false,,"C",,false,
C-000037,"Modbus_Coil_15",false,"False",000015,000015,,,,,,false,false,"False",false,,"C",,false,
C-000038,"Modbus_Coil_16",false,"False",000016,000016,,,,,,false,false,"False",false,,"C",,false,
C-000055,"Modbus_Coil_17",false,"False",000017,000017,,,,,,false,false,"False",false,,"C",,false,
C-000056,"Modbus_Coil_18",false,"False",000018,000018,,,,,,false,false,"False",false,,"C",,false,
C-000057,"Modbus_Coil_19",false,"False",000019,000019,,,,,,false,false,"False",false,,"C",,false,
C-000058,"Modbus_Coil_20",false,"False",000020,000020,,,,,,false,false,"False",false,,"C",,false,
C-000059,"Modbus_Coil_21",false,"False",000021,000021,,,,,,false,false,"False",false,,"C",,false,
C-000060,"Modbus_Coil_22",false,"False",000022,000022,,,,,,false,false,"False",false,,"C",,false,
C-000061,"Modbus_Coil_23",false,"False",000023,000023,,,,,,false,false,"False",false,,"C",,false,
C-000062,"Modbus_Coil_24",false,"False",000024,000024,,,,,,false,false,"False",false,,"C",,false,
C-000063,"Modbus_Coil_25",false,"False",000025,000025,,,,,,false,false,"False",false,,"C",,false,
C-000064,"Modbus_Coil_26",false,"False",000026,000026,,,,,,false,false,"False",false,,"C",,false,
C-000065,"Modbus_Coil_27",false,"False",000027,000027,,,,,,false,false,"False",false,,"C",,false,
C-000066,"Modbus_Coil_28",false,"False",000028,000028,,,,,,false,false,"False",false,,"C",,false,
C-000067,"Modbus_Coil_29",false,"False",000029,000029,,,,,,false,false,"False",false,,"C",,false,
C-000068,"Modbus_Coil_30",false,"False",000030,000030,,,,,,false,false,"False",false,,"C",,false,
C-000069,"Modbus_Coil_31",false,"False",000031,000031,,,,,,false,false,"False",false,,"C",,false,
C-000070,"Modbus_Coil_32",false,"False",000032,000032,,,,,,false,false,"False",false,,"C",,false,
SBR-001013,"Noncritical Error Bit",false,"False",,,,,,,"On when a noncritical error is active",,,,false,,"SBR",,false,
SWR-000021,"Noncritical Error Log 01",false,"0",,,,,,,"most recent noncritical error",,,,false,,"SWR",,false,
SWR-000022,"Noncritical Error Log 02",false,"0",,,,,,,"2nd most recent noncritical error",,,,false,,"SWR",,false,
SWR-000023,"Noncritical Error Log 03",false,"0",,,,,,,"3rd most recent noncritical error",,,,false,,"SWR",,false,
